客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,历史购买次数,支付方式,购买频率,年龄段,购买频率天数,客户类型
2206,46,男,毛衣,服装,68,North Dakota,XL,红色,秋,2.7,否,快递,否,27,PayPal,每周,中年,7,忠实客户
2207,46,男,凉鞋,鞋履,51,Illinois,L,绿色,春,2.6,否,门店自提,否,25,银行转账,每两周,中年,14,忠实客户
2208,69,男,手提包,配饰,38,New Mexico,M,灰色,秋,2.9,否,次日达,否,11,信用卡,每年,老年,365,忠实客户
2209,28,男,围巾,配饰,46,Colorado,XL,紫罗兰色,夏,2.7,否,两日达,否,23,PayPal,每月,青年,30,忠实客户
2210,42,男,凉鞋,鞋履,20,Utah,XL,米色,夏,4.5,否,两日达,否,44,银行转账,每季,成年,90,忠实客户
2211,30,男,太阳镜,配饰,25,Virginia,M,橙色,夏,3.1,否,门店自提,否,35,PayPal,每两周,青年,14,忠实客户
2212,50,男,毛衣,服装,89,Maine,L,紫色,冬,3.2,否,包邮,否,45,借记卡,每三个月,中年,90,忠实客户
2213,59,男,长裤,服装,77,Nebraska,M,棕色,冬,3.3,否,次日达,否,22,银行转账,每季,老年,90,忠实客户
2214,54,男,帽子,配饰,94,Hawaii,M,栗色,秋,2.9,否,快递,否,18,借记卡,每季,中年,90,忠实客户
2215,50,男,腰带,配饰,100,Idaho,L,金色,秋,4.1,否,标准快递,否,20,借记卡,每周,中年,7,忠实客户
2216,25,男,凉鞋,鞋履,96,West Virginia,M,靛蓝色,冬,2.7,否,快递,否,28,信用卡,每两周,青年,14,忠实客户
2217,41,男,长裤,服装,36,Vermont,XL,银色,冬,4.0,否,门店自提,否,15,Venmo,双周,成年,14,忠实客户
2218,35,男,首饰,配饰,27,Indiana,XL,红色,秋,2.6,否,门店自提,否,42,银行转账,每两周,成年,14,忠实客户
2219,67,男,太阳镜,配饰,67,Idaho,M,品红色,冬,3.5,否,门店自提,否,20,借记卡,每季,老年,90,忠实客户
2220,33,男,女式衬衫,服装,91,Minnesota,S,紫色,秋,2.8,否,门店自提,否,16,银行转账,每两周,成年,14,忠实客户
2221,19,男,腰带,配饰,62,Wyoming,XL,米色,秋,4.5,否,门店自提,否,47,现金,每年,青年,365,忠实客户
2222,25,男,短裤,服装,88,Kansas,XL,白色,秋,3.0,否,包邮,否,34,信用卡,每年,青年,365,忠实客户
2223,32,男,长裤,服装,66,Georgia,M,青绿色,夏,4.4,否,门店自提,否,30,信用卡,每周,成年,7,忠实客户
2224,30,男,凉鞋,鞋履,65,Kansas,M,灰色,秋,4.7,否,次日达,否,5,PayPal,每季,青年,90,回头客
2225,18,男,手套,配饰,25,Nebraska,L,炭灰色,冬,4.3,否,标准快递,否,38,现金,每季,青年,90,忠实客户
2226,38,男,腰带,配饰,64,Washington,S,橄榄绿,春,4.8,否,包邮,否,18,信用卡,每年,成年,365,忠实客户
2227,22,男,衬衫,服装,72,Missouri,L,蓝色,春,4.8,否,门店自提,否,28,现金,每年,青年,365,忠实客户
2228,40,男,围巾,配饰,74,Washington,S,灰色,夏,4.4,否,次日达,否,42,信用卡,每两周,成年,14,忠实客户
2229,54,男,手套,配饰,50,Kansas,M,绿色,秋,3.7,否,包邮,否,5,信用卡,每周,中年,7,回头客
2230,70,男,长裤,服装,97,Minnesota,M,银色,秋,3.9,否,快递,否,50,Venmo,每月,老年,30,忠实客户
2231,52,男,运动鞋,鞋履,36,Colorado,S,青绿色,春,3.8,否,快递,否,33,Venmo,每两周,中年,14,忠实客户
2232,34,男,夹克,外套,49,Utah,M,米色,秋,4.1,否,门店自提,否,1,信用卡,每周,成年,7,新客户
2233,65,男,鞋子,鞋履,64,North Carolina,L,薰衣草紫,春,4.0,否,门店自提,否,14,现金,每两周,老年,14,忠实客户
2234,38,男,女式衬衫,服装,31,Florida,XL,灰色,夏,4.5,否,快递,否,48,信用卡,每月,成年,30,忠实客户
2235,35,男,靴子,鞋履,66,New Hampshire,S,黄色,冬,4.0,否,快递,否,26,现金,每周,成年,7,忠实客户
2236,40,男,袜子,服装,82,Illinois,M,灰色,春,4.5,否,两日达,否,44,信用卡,每年,成年,365,忠实客户
2237,23,男,T恤,服装,88,Louisiana,M,黄色,冬,2.7,否,标准快递,否,18,借记卡,每两周,青年,14,忠实客户
2238,45,男,凉鞋,鞋履,34,Alabama,S,黑色,夏,3.8,否,次日达,否,31,Venmo,每三个月,中年,90,忠实客户
2239,40,男,运动鞋,鞋履,84,Florida,L,米色,冬,3.8,否,标准快递,否,18,借记卡,每周,成年,7,忠实客户
2240,42,男,首饰,配饰,96,Alabama,L,靛蓝色,夏,3.8,否,两日达,否,41,信用卡,每三个月,成年,90,忠实客户
2241,57,男,凉鞋,鞋履,71,California,L,绿色,冬,4.3,否,次日达,否,18,借记卡,每三个月,中年,90,忠实客户
2242,18,男,夹克,外套,77,Maryland,M,紫色,夏,3.5,否,包邮,否,3,银行转账,双周,青年,14,回头客
2243,18,男,半身裙,服装,66,Nevada,M,橙色,春,3.8,否,次日达,否,5,信用卡,双周,青年,14,回头客
2244,56,男,衬衫,服装,21,Massachusetts,M,青绿色,冬,3.7,否,两日达,否,13,借记卡,每年,中年,365,忠实客户
2245,35,男,短裤,服装,37,South Carolina,M,金色,夏,4.8,否,两日达,否,22,PayPal,每年,成年,365,忠实客户
2246,49,男,袜子,服装,90,Delaware,L,灰色,秋,4.9,否,包邮,否,45,PayPal,每两周,中年,14,忠实客户
2247,49,男,夹克,外套,96,Hawaii,M,青色,秋,4.3,否,门店自提,否,39,PayPal,每三个月,中年,90,忠实客户
2248,34,男,首饰,配饰,37,Florida,L,青绿色,夏,4.4,否,次日达,否,18,Venmo,每年,成年,365,忠实客户
2249,63,男,T恤,服装,66,Rhode Island,M,紫罗兰色,冬,3.4,否,包邮,否,19,PayPal,每两周,老年,14,忠实客户
2250,42,男,手套,配饰,45,Wyoming,XL,靛蓝色,春,4.3,否,次日达,否,29,借记卡,每周,成年,7,忠实客户
2251,41,男,鞋子,鞋履,89,Colorado,L,粉色,夏,4.6,否,门店自提,否,19,信用卡,每周,成年,7,忠实客户
2252,26,男,鞋子,鞋履,94,Virginia,L,金色,秋,3.8,否,包邮,否,22,借记卡,每月,青年,30,忠实客户
2253,48,男,鞋子,鞋履,96,Nebraska,S,栗色,夏,3.9,否,快递,否,21,银行转账,每年,中年,365,忠实客户
2254,62,男,卫衣,服装,31,Oklahoma,M,棕色,春,2.6,否,门店自提,否,22,PayPal,每月,老年,30,忠实客户
2255,24,男,腰带,配饰,79,North Dakota,M,金色,冬,4.2,否,门店自提,否,44,PayPal,每三个月,青年,90,忠实客户
2256,48,男,大衣,外套,39,Michigan,L,青绿色,春,4.6,否,门店自提,否,42,银行转账,每季,中年,90,忠实客户
2257,31,男,女式衬衫,服装,22,California,M,绿松石色,秋,5.0,否,标准快递,否,33,信用卡,每季,青年,90,忠实客户
2258,41,男,半身裙,服装,32,Tennessee,L,橄榄绿,秋,4.2,否,标准快递,否,6,银行转账,每年,成年,365,回头客
2259,24,男,T恤,服装,71,Ohio,L,青色,冬,4.3,否,门店自提,否,44,信用卡,每三个月,青年,90,忠实客户
2260,60,男,牛仔裤,服装,96,Florida,XL,米色,春,3.3,否,包邮,否,24,现金,每年,老年,365,忠实客户
2261,38,男,围巾,配饰,82,Missouri,M,蓝色,秋,4.9,否,快递,否,16,PayPal,每季,成年,90,忠实客户
2262,58,男,双肩包,配饰,76,South Carolina,L,金色,春,4.4,否,标准快递,否,12,银行转账,每两周,老年,14,忠实客户
2263,53,男,双肩包,配饰,22,Arizona,M,绿色,冬,3.1,否,两日达,否,50,PayPal,每月,中年,30,忠实客户
2264,44,男,围巾,配饰,40,Indiana,XL,绿色,冬,3.5,否,门店自提,否,42,现金,每季,成年,90,忠实客户
2265,51,男,帽子,配饰,92,North Dakota,M,绿松石色,夏,3.9,否,两日达,否,50,PayPal,每月,中年,30,忠实客户
2266,36,男,大衣,外套,94,Montana,XL,黄色,秋,3.9,否,门店自提,否,10,PayPal,每季,成年,90,回头客
2267,20,男,连衣裙,服装,44,Missouri,M,黄色,秋,4.3,否,门店自提,否,32,借记卡,每周,青年,7,忠实客户
2268,32,男,手套,配饰,49,Kentucky,S,蓝色,春,3.8,否,快递,否,37,Venmo,每周,成年,7,忠实客户
2269,66,男,毛衣,服装,26,Georgia,L,炭灰色,春,2.7,否,两日达,否,15,银行转账,每月,老年,30,忠实客户
2270,49,男,半身裙,服装,38,Kentucky,M,黄色,秋,4.4,否,门店自提,否,27,信用卡,每年,中年,365,忠实客户
2271,27,男,女式衬衫,服装,72,Georgia,L,紫色,春,3.5,否,快递,否,7,Venmo,每周,青年,7,回头客
2272,29,男,连衣裙,服装,99,Alaska,M,绿色,夏,3.4,否,包邮,否,49,PayPal,每季,青年,90,忠实客户
2273,29,男,夹克,外套,38,Maine,L,炭灰色,春,4.0,否,标准快递,否,44,PayPal,每月,青年,30,忠实客户
2274,55,男,大衣,外套,96,New Mexico,L,银色,冬,4.8,否,快递,否,13,PayPal,双周,中年,14,忠实客户
2275,57,男,连衣裙,服装,27,New York,L,绿松石色,春,4.5,否,次日达,否,38,PayPal,每两周,中年,14,忠实客户
2276,29,男,短裤,服装,24,Oklahoma,M,灰色,冬,4.4,否,标准快递,否,10,借记卡,每周,青年,7,回头客
2277,31,男,牛仔裤,服装,82,Wyoming,L,红色,夏,4.1,否,两日达,否,25,借记卡,每周,青年,7,忠实客户
2278,25,男,帽子,配饰,56,Alabama,M,米色,夏,4.6,否,次日达,否,18,信用卡,每季,青年,90,忠实客户
2279,61,男,手套,配饰,25,Maryland,M,栗色,秋,3.8,否,门店自提,否,6,现金,每三个月,老年,90,回头客
2280,53,男,运动鞋,鞋履,67,West Virginia,L,靛蓝色,春,2.9,否,包邮,否,35,银行转账,每季,中年,90,忠实客户
2281,22,男,鞋子,鞋履,21,Kentucky,M,红色,夏,2.8,否,标准快递,否,31,信用卡,每两周,青年,14,忠实客户
2282,28,男,卫衣,服装,27,Kansas,XL,栗色,夏,3.0,否,门店自提,否,41,银行转账,每年,青年,365,忠实客户
2283,18,男,运动鞋,鞋履,97,Idaho,S,红色,秋,4.2,否,两日达,否,8,信用卡,每年,青年,365,回头客
2284,44,男,手提包,配饰,45,Ohio,S,黑色,冬,4.1,否,包邮,否,34,信用卡,每两周,成年,14,忠实客户
2285,32,男,女式衬衫,服装,63,Iowa,XL,黑色,秋,4.1,否,快递,否,20,Venmo,每年,成年,365,忠实客户
2286,34,男,腰带,配饰,100,Michigan,L,粉色,夏,4.6,否,两日达,否,38,PayPal,每三个月,成年,90,忠实客户
2287,67,男,袜子,服装,38,South Dakota,L,蓝色,春,2.5,否,门店自提,否,35,Venmo,每季,老年,90,忠实客户
2288,66,男,女式衬衫,服装,45,Nebraska,L,绿色,夏,3.0,否,门店自提,否,6,借记卡,每年,老年,365,回头客
2289,28,男,首饰,配饰,91,California,M,橙色,秋,3.8,否,次日达,否,50,PayPal,每周,青年,7,忠实客户
2290,70,男,短裤,服装,82,Nevada,M,橙色,秋,4.1,否,包邮,否,47,Venmo,每周,老年,7,忠实客户
2291,37,男,靴子,鞋履,48,Kansas,L,品红色,冬,3.3,否,标准快递,否,23,PayPal,每季,成年,90,忠实客户
2292,28,男,大衣,外套,30,Ohio,M,靛蓝色,春,5.0,否,两日达,否,13,信用卡,每季,青年,90,忠实客户
2293,43,男,T恤,服装,34,Vermont,S,米色,春,3.8,否,次日达,否,31,借记卡,每月,成年,30,忠实客户
2294,37,男,毛衣,服装,68,Georgia,L,绿色,秋,3.3,否,快递,否,16,借记卡,每三个月,成年,90,忠实客户
2295,54,男,太阳镜,配饰,95,Maryland,M,红色,冬,5.0,否,快递,否,40,借记卡,每年,中年,365,忠实客户
2296,50,男,帽子,配饰,22,Connecticut,L,米色,春,2.9,否,两日达,否,45,PayPal,每季,中年,90,忠实客户
2297,46,男,手套,配饰,88,Washington,M,绿色,秋,2.5,否,次日达,否,50,Venmo,每三个月,中年,90,忠实客户
2298,60,男,袜子,服装,83,California,M,橙色,夏,4.7,否,标准快递,否,1,银行转账,每季,老年,90,新客户
2299,40,男,手提包,配饰,87,Montana,L,青色,春,2.9,否,两日达,否,10,现金,每三个月,成年,90,回头客
2300,64,男,大衣,外套,57,Idaho,M,紫罗兰色,夏,3.7,否,门店自提,否,48,信用卡,每三个月,老年,90,忠实客户
2301,18,男,大衣,外套,88,Pennsylvania,XL,薰衣草紫,夏,4.4,否,两日达,否,38,信用卡,每月,青年,30,忠实客户
2302,37,男,长裤,服装,20,Maine,L,绿松石色,冬,2.9,否,次日达,否,21,借记卡,每年,成年,365,忠实客户
2303,36,男,腰带,配饰,39,Montana,L,粉色,夏,3.6,否,门店自提,否,38,Venmo,每月,成年,30,忠实客户
2304,51,男,太阳镜,配饰,71,New Jersey,S,米色,春,4.8,否,两日达,否,31,信用卡,每两周,中年,14,忠实客户
2305,26,男,卫衣,服装,73,Louisiana,L,银色,冬,4.7,否,包邮,否,9,借记卡,每两周,青年,14,回头客
2306,68,男,手提包,配饰,63,Maine,M,金色,夏,2.6,否,包邮,否,47,现金,每周,老年,7,忠实客户
2307,27,男,手套,配饰,78,Florida,L,银色,冬,3.4,否,标准快递,否,8,现金,双周,青年,14,回头客
2308,28,男,半身裙,服装,96,Missouri,L,绿色,秋,3.5,否,次日达,否,30,借记卡,每年,青年,365,忠实客户
2309,49,男,太阳镜,配饰,81,North Dakota,M,青绿色,冬,3.4,否,两日达,否,22,银行转账,每季,中年,90,忠实客户
2310,70,男,连衣裙,服装,95,Connecticut,S,金色,秋,5.0,否,两日达,否,3,银行转账,每季,老年,90,回头客
2311,30,男,手套,配饰,68,Virginia,M,青色,春,4.6,否,标准快递,否,15,PayPal,每月,青年,30,忠实客户
2312,27,男,运动鞋,鞋履,28,Montana,L,金色,春,4.8,否,两日达,否,10,银行转账,每三个月,青年,90,回头客
2313,19,男,T恤,服装,30,Vermont,L,紫罗兰色,夏,3.7,否,包邮,否,19,现金,每三个月,青年,90,忠实客户
2314,64,男,连衣裙,服装,31,Georgia,M,黑色,夏,4.7,否,次日达,否,36,银行转账,每两周,老年,14,忠实客户
2315,42,男,手提包,配饰,95,Virginia,XL,棕色,冬,4.4,否,快递,否,12,银行转账,每三个月,成年,90,忠实客户
2316,69,男,袜子,服装,79,Vermont,M,靛蓝色,冬,3.5,否,两日达,否,49,借记卡,每季,老年,90,忠实客户
2317,28,男,运动鞋,鞋履,39,Montana,L,黄色,冬,3.8,否,标准快递,否,7,借记卡,每年,青年,365,回头客
2318,47,男,夹克,外套,34,New Jersey,M,紫色,夏,4.7,否,次日达,否,28,银行转账,每月,中年,30,忠实客户
2319,69,男,卫衣,服装,28,Wyoming,L,白色,春,3.1,否,门店自提,否,30,信用卡,每年,老年,365,忠实客户
2320,56,男,凉鞋,鞋履,38,Maine,XL,绿松石色,冬,5.0,否,包邮,否,29,PayPal,每月,中年,30,忠实客户
2321,28,男,鞋子,鞋履,55,New Mexico,M,橄榄绿,春,3.7,否,包邮,否,9,借记卡,每三个月,青年,90,回头客
2322,50,男,凉鞋,鞋履,31,Colorado,M,米色,冬,3.0,否,次日达,否,27,借记卡,每两周,中年,14,忠实客户
2323,39,男,大衣,外套,84,Connecticut,S,薰衣草紫,春,4.5,否,门店自提,否,21,Venmo,每两周,成年,14,忠实客户
2324,35,男,手套,配饰,93,Maryland,L,白色,冬,4.7,否,快递,否,36,信用卡,每月,成年,30,忠实客户
2325,59,男,大衣,外套,28,Oregon,L,棕色,冬,3.5,否,包邮,否,19,借记卡,每年,老年,365,忠实客户
2326,44,男,靴子,鞋履,55,New York,M,炭灰色,夏,4.4,否,两日达,否,47,现金,每周,成年,7,忠实客户
2327,66,男,半身裙,服装,63,Oklahoma,L,栗色,冬,2.6,否,标准快递,否,38,银行转账,每年,老年,365,忠实客户
2328,20,男,半身裙,服装,94,Alabama,M,红色,冬,4.2,否,两日达,否,22,Venmo,双周,青年,14,忠实客户
2329,45,男,长裤,服装,36,North Dakota,M,栗色,秋,2.6,否,快递,否,29,Venmo,双周,中年,14,忠实客户
2330,49,男,帽子,配饰,97,Nebraska,S,青绿色,春,4.8,否,包邮,否,42,银行转账,每年,中年,365,忠实客户
2331,60,男,双肩包,配饰,63,Arizona,L,橙色,夏,2.9,否,门店自提,否,47,PayPal,每三个月,老年,90,忠实客户
2332,61,男,围巾,配饰,77,Illinois,S,橄榄绿,春,4.3,否,两日达,否,10,信用卡,双周,老年,14,回头客
2333,36,男,围巾,配饰,53,South Carolina,XL,橄榄绿,秋,2.6,否,门店自提,否,10,Venmo,每月,成年,30,回头客
2334,33,男,衬衫,服装,77,Kansas,M,米色,春,3.8,否,次日达,否,1,PayPal,每三个月,成年,90,新客户
2335,49,男,靴子,鞋履,79,Kansas,L,绿色,夏,4.2,否,标准快递,否,7,信用卡,每月,中年,30,回头客
2336,31,男,大衣,外套,37,Idaho,M,黑色,夏,3.9,否,门店自提,否,10,Venmo,每两周,青年,14,回头客
2337,19,男,腰带,配饰,94,California,M,绿色,冬,3.1,否,包邮,否,11,信用卡,每周,青年,7,忠实客户
2338,39,男,靴子,鞋履,76,North Dakota,S,紫罗兰色,秋,3.6,否,门店自提,否,5,现金,每年,成年,365,回头客
2339,66,男,运动鞋,鞋履,68,Georgia,S,银色,秋,4.0,否,快递,否,21,PayPal,每季,老年,90,忠实客户
2340,25,男,衬衫,服装,65,Illinois,L,栗色,春,3.4,否,次日达,否,24,银行转账,每季,青年,90,忠实客户
2341,63,男,女式衬衫,服装,24,Delaware,M,青色,夏,2.6,否,标准快递,否,37,信用卡,每两周,老年,14,忠实客户
2342,56,男,夹克,外套,31,Connecticut,L,青绿色,夏,4.5,否,快递,否,22,Venmo,每三个月,中年,90,忠实客户
2343,20,男,半身裙,服装,89,Tennessee,M,橄榄绿,秋,4.9,否,标准快递,否,16,借记卡,每两周,青年,14,忠实客户
2344,58,男,袜子,服装,49,Maryland,M,红色,夏,4.4,否,两日达,否,44,PayPal,每月,老年,30,忠实客户
2345,34,男,凉鞋,鞋履,92,Rhode Island,XL,薰衣草紫,秋,3.5,否,快递,否,14,Venmo,双周,成年,14,忠实客户
2346,28,男,T恤,服装,32,New York,S,橙色,冬,3.3,否,快递,否,23,银行转账,每三个月,青年,90,忠实客户
2347,22,男,夹克,外套,67,New Mexico,L,棕色,冬,3.1,否,标准快递,否,46,借记卡,每两周,青年,14,忠实客户
2348,37,男,腰带,配饰,64,California,S,灰色,秋,4.2,否,快递,否,46,现金,每三个月,成年,90,忠实客户
2349,54,男,鞋子,鞋履,84,Maine,M,橙色,春,4.9,否,次日达,否,16,PayPal,每三个月,中年,90,忠实客户
2350,65,男,女式衬衫,服装,34,New York,M,橙色,秋,3.9,否,标准快递,否,40,信用卡,每三个月,老年,90,忠实客户
2351,57,男,鞋子,鞋履,26,Hawaii,M,绿松石色,冬,4.2,否,包邮,否,21,现金,每年,中年,365,忠实客户
2352,38,男,毛衣,服装,50,New Hampshire,S,青色,秋,4.9,否,门店自提,否,25,PayPal,双周,成年,14,忠实客户
2353,70,男,靴子,鞋履,46,Nebraska,M,黄色,秋,2.8,否,门店自提,否,25,银行转账,每季,老年,90,忠实客户
2354,56,男,手提包,配饰,71,Montana,M,白色,秋,4.1,否,标准快递,否,25,借记卡,每三个月,中年,90,忠实客户
2355,56,男,女式衬衫,服装,78,Wisconsin,M,蓝色,夏,4.8,否,次日达,否,27,Venmo,每月,中年,30,忠实客户
2356,22,男,半身裙,服装,35,Tennessee,S,紫色,冬,4.1,否,次日达,否,12,现金,每月,青年,30,忠实客户
2357,57,男,双肩包,配饰,58,Montana,M,灰色,夏,3.0,否,包邮,否,27,借记卡,每季,中年,90,忠实客户
2358,53,男,衬衫,服装,67,Michigan,L,青色,秋,4.2,否,两日达,否,40,信用卡,双周,中年,14,忠实客户
2359,53,男,毛衣,服装,93,Texas,L,粉色,春,3.8,否,标准快递,否,38,信用卡,每季,中年,90,忠实客户
2360,19,男,围巾,配饰,81,Pennsylvania,S,金色,春,3.3,否,两日达,否,44,银行转账,每三个月,青年,90,忠实客户
2361,49,男,手提包,配饰,80,New York,L,银色,秋,4.7,否,两日达,否,27,Venmo,每三个月,中年,90,忠实客户
2362,44,男,围巾,配饰,64,Alabama,M,灰色,春,4.3,否,两日达,否,30,信用卡,每三个月,成年,90,忠实客户
2363,27,男,牛仔裤,服装,41,Virginia,M,棕色,秋,2.7,否,标准快递,否,24,信用卡,每月,青年,30,忠实客户
2364,60,男,袜子,服装,79,Pennsylvania,XL,粉色,冬,4.2,否,快递,否,38,现金,双周,老年,14,忠实客户
2365,62,男,太阳镜,配饰,60,Mississippi,L,栗色,冬,4.2,否,包邮,否,4,PayPal,每季,老年,90,回头客
2366,52,男,运动鞋,鞋履,91,Wyoming,S,桃色,冬,2.5,否,次日达,否,32,Venmo,每月,中年,30,忠实客户
2367,30,男,鞋子,鞋履,66,New Mexico,L,棕色,冬,3.6,否,快递,否,32,信用卡,每两周,青年,14,忠实客户
2368,66,男,袜子,服装,85,North Dakota,L,绿色,冬,3.4,否,标准快递,否,28,银行转账,双周,老年,14,忠实客户
2369,29,男,太阳镜,配饰,38,New Jersey,M,薰衣草紫,夏,3.3,否,标准快递,否,6,借记卡,每三个月,青年,90,回头客
2370,24,男,毛衣,服装,23,Vermont,M,青色,冬,4.6,否,标准快递,否,24,PayPal,每月,青年,30,忠实客户
2371,51,男,鞋子,鞋履,71,Alaska,M,黑色,春,3.9,否,门店自提,否,38,Venmo,每周,中年,7,忠实客户
2372,67,男,袜子,服装,25,Indiana,M,炭灰色,冬,3.7,否,次日达,否,28,借记卡,每年,老年,365,忠实客户
2373,50,男,靴子,鞋履,39,Alabama,XL,银色,春,3.1,否,快递,否,9,PayPal,每两周,中年,14,回头客
2374,37,男,卫衣,服装,20,Michigan,M,灰色,春,4.9,否,快递,否,21,借记卡,每三个月,成年,90,忠实客户
2375,69,男,手套,配饰,73,Washington,L,桃色,冬,4.7,否,标准快递,否,31,借记卡,每月,老年,30,忠实客户
2376,60,男,双肩包,配饰,63,Virginia,L,桃色,秋,2.9,否,次日达,否,18,信用卡,每季,老年,90,忠实客户
2377,21,男,手套,配饰,94,Tennessee,XL,青色,春,4.1,否,快递,否,5,现金,每周,青年,7,回头客
2378,44,男,女式衬衫,服装,94,South Dakota,L,品红色,秋,4.0,否,次日达,否,22,现金,每年,成年,365,忠实客户
2379,26,男,围巾,配饰,71,New Hampshire,L,青绿色,夏,2.7,否,门店自提,否,37,PayPal,双周,青年,14,忠实客户
2380,40,男,帽子,配饰,77,South Dakota,M,桃色,春,4.0,否,两日达,否,22,借记卡,每月,成年,30,忠实客户
2381,41,男,围巾,配饰,66,Pennsylvania,M,黑色,秋,2.5,否,次日达,否,36,PayPal,每两周,成年,14,忠实客户
2382,62,男,凉鞋,鞋履,23,Wisconsin,M,青绿色,夏,4.5,否,包邮,否,23,PayPal,每年,老年,365,忠实客户
2383,39,男,毛衣,服装,60,California,M,绿松石色,春,3.9,否,快递,否,44,借记卡,每周,成年,7,忠实客户
2384,53,男,双肩包,配饰,72,Rhode Island,L,金色,春,4.9,否,两日达,否,25,银行转账,每年,中年,365,忠实客户
2385,24,男,女式衬衫,服装,35,Alabama,L,绿色,冬,3.3,否,两日达,否,40,PayPal,每季,青年,90,忠实客户
2386,41,男,围巾,配饰,31,Oklahoma,M,棕色,秋,3.8,否,快递,否,12,PayPal,每周,成年,7,忠实客户
2387,19,男,袜子,服装,33,Illinois,L,蓝色,夏,2.9,否,标准快递,否,14,Venmo,每月,青年,30,忠实客户
2388,36,男,帽子,配饰,95,Tennessee,M,金色,夏,4.0,否,两日达,否,14,借记卡,每月,成年,30,忠实客户
2389,21,男,连衣裙,服装,68,Alabama,M,桃色,秋,4.1,否,门店自提,否,10,借记卡,每年,青年,365,回头客
2390,25,男,大衣,外套,87,Kansas,M,紫罗兰色,春,3.1,否,门店自提,否,17,银行转账,每三个月,青年,90,忠实客户
2391,65,男,衬衫,服装,64,Arizona,XL,黄色,冬,4.6,否,快递,否,24,借记卡,每两周,老年,14,忠实客户
2392,42,男,衬衫,服装,74,Michigan,M,黑色,冬,4.6,否,次日达,否,31,银行转账,每季,成年,90,忠实客户
2393,40,男,牛仔裤,服装,62,Missouri,L,银色,春,2.6,否,两日达,否,36,现金,每年,成年,365,忠实客户
2394,58,男,袜子,服装,97,Louisiana,M,棕色,冬,5.0,否,两日达,否,38,PayPal,每三个月,老年,90,忠实客户
2395,40,男,凉鞋,鞋履,47,Connecticut,L,桃色,秋,2.9,否,两日达,否,23,借记卡,每两周,成年,14,忠实客户
2396,62,男,女式衬衫,服装,83,Connecticut,M,青色,冬,3.5,否,两日达,否,47,PayPal,双周,老年,14,忠实客户
2397,38,男,衬衫,服装,82,Oregon,M,橄榄绿,春,3.7,否,两日达,否,20,Venmo,每周,成年,7,忠实客户
2398,37,男,太阳镜,配饰,26,West Virginia,L,黑色,秋,2.9,否,门店自提,否,41,Venmo,每月,成年,30,忠实客户
2399,65,男,夹克,外套,81,Florida,M,橙色,冬,4.3,否,包邮,否,44,银行转账,每两周,老年,14,忠实客户
2400,55,男,连衣裙,服装,44,New Hampshire,L,米色,春,3.2,否,门店自提,否,31,现金,每月,中年,30,忠实客户
2401,43,男,太阳镜,配饰,88,Oregon,M,桃色,冬,4.2,否,次日达,否,11,信用卡,双周,成年,14,忠实客户
2402,43,男,靴子,鞋履,76,Oregon,M,粉色,冬,4.2,否,标准快递,否,25,PayPal,双周,成年,14,忠实客户
2403,45,男,围巾,配饰,89,Utah,M,棕色,冬,3.8,否,包邮,否,31,现金,每周,中年,7,忠实客户
2404,64,男,短裤,服装,22,Missouri,M,品红色,秋,4.4,否,标准快递,否,40,借记卡,每周,老年,7,忠实客户
2405,28,男,短裤,服装,33,West Virginia,L,青色,冬,3.1,否,两日达,否,23,信用卡,双周,青年,14,忠实客户
2406,69,男,牛仔裤,服装,97,California,XL,银色,秋,5.0,否,标准快递,否,5,借记卡,每季,老年,90,回头客
2407,54,男,围巾,配饰,57,California,M,靛蓝色,冬,4.7,否,标准快递,否,26,PayPal,每周,中年,7,忠实客户
2408,52,男,短裤,服装,38,Illinois,M,米色,夏,3.0,否,快递,否,11,信用卡,双周,中年,14,忠实客户
2409,23,男,运动鞋,鞋履,55,Hawaii,XL,黑色,秋,4.2,否,次日达,否,44,借记卡,每三个月,青年,90,忠实客户
2410,26,男,首饰,配饰,37,Washington,L,黄色,春,3.0,否,门店自提,否,47,现金,每三个月,青年,90,忠实客户
2411,48,男,鞋子,鞋履,43,Wisconsin,M,栗色,夏,3.7,否,包邮,否,46,PayPal,每月,中年,30,忠实客户
2412,49,男,卫衣,服装,96,Virginia,M,青色,夏,2.7,否,包邮,否,35,现金,每三个月,中年,90,忠实客户
2413,53,男,夹克,外套,51,Oregon,M,粉色,冬,4.3,否,两日达,否,8,银行转账,双周,中年,14,回头客
2414,69,男,短裤,服装,95,Pennsylvania,XL,紫罗兰色,秋,2.7,否,两日达,否,30,银行转账,每周,老年,7,忠实客户
2415,26,男,袜子,服装,26,Virginia,M,薰衣草紫,夏,3.7,否,次日达,否,14,信用卡,双周,青年,14,忠实客户
2416,21,男,大衣,外套,34,Hawaii,XL,薰衣草紫,秋,4.3,否,标准快递,否,30,银行转账,每周,青年,7,忠实客户
2417,59,男,凉鞋,鞋履,83,Nebraska,S,黑色,夏,4.0,否,次日达,否,26,信用卡,每三个月,老年,90,忠实客户
2418,21,男,双肩包,配饰,24,Alaska,M,橄榄绿,秋,3.3,否,标准快递,否,32,Venmo,每两周,青年,14,忠实客户
